"NCT00002651"|"Canada"|"National Cancer Institute (NCI)"|"Prostate Cancer"|"Filgrastim"
"NCT00668707"|"Canada"|"The Canadian College of Naturopathic Medicine"|"Non Small Cell Lung Cancer"|"Melatonin"
"NCT00670319"|"Canada"|"Eli Lilly and Company"|"Osteoporosis, Postmenopausal"|"Raloxifene Hcl"
"NCT00670501"|"Canada"|"Eli Lilly and Company"|"Osteoporosis, Postmenopausal"|"Teriparatide"
"NCT00671281"|"Canada"|"University of Calgary"|"Chronic Sinusitis"|"Aspirin"
"NCT00672334"|"Canada"|"Austin Health"|"Cardiac Surgery"|"Sodium bicarbonate"
"NCT00672334"|"Canada"|"Austin Health"|"Cardiopulmonary Bypass"|"Sodium bicarbonate"
"NCT00673127"|"Canada"|"Dana-Farber Cancer Institute"|"Prostate Cancer"|"Dutasteride"
"NCT00673127"|"Canada"|"Dana-Farber Cancer Institute"|"Prostate Cancer"|"Hydrocortisone"
"NCT00673556"|"Canada"|"Astellas Pharma Inc"|"Chronic Plaque Psoriasis"|"Alefacept"
"NCT00673946"|"Canada"|"The Hospital for Sick Children"|"Bronchiolitis"|"Adalimumab"
"NCT00675857"|"Canada"|"Bellus Health Inc"|"Diabetes Mellitus, Type 2"|"Carvedilol"
"NCT00675857"|"Canada"|"Bellus Health Inc"|"Metabolic Syndrome X"|"Carvedilol"
"NCT00676286"|"Canada"|"Alberta Health Services"|"Prostate Cancer"|"Mesalazine"
"NCT00676338"|"Canada"|"Amylin Pharmaceuticals, Inc."|"Type 2 Diabetes Mellitus"|"Celecoxib"
"NCT00676338"|"Canada"|"Amylin Pharmaceuticals, Inc."|"Type 2 Diabetes Mellitus"|"Sitagliptin"
"NCT00676650"|"Canada"|"Pfizer"|"Prostatic Neoplasms"|"Prednisone"
"NCT00676650"|"Canada"|"Pfizer"|"Prostatic Neoplasms"|"Sunitinib"
"NCT00677521"|"Canada"|"The Hospital for Sick Children"|"Non-Alcoholic Fatty Liver Disease"|"Acarbose"
"NCT00679731"|"Canada"|"Abbott"|"Psoriasis"|"Methotrexate"
"NCT00682981"|"Canada"|"Gemin X"|"Extensive-Stage Small Cell Lung Cancer"|"Carboplatin"
"NCT00683878"|"Canada"|"Bristol-Myers Squibb"|"Type 2 Diabetes"|"Aripiprazole"
"NCT00684112"|"Canada"|"The Hospital for Sick Children"|"Scoliosis"|"Gabapentin"
"NCT00685334"|"Canada"|"National Institute of Mental Health (NIMH)"|"Eating Disorders"|"Guanfacine"
"NCT00686075"|"Canada"|"MedImmune LLC"|"Parainfluenza Virus Type 3 (PIV3)"|"Alglucosidase alfa"
"NCT00686075"|"Canada"|"MedImmune LLC"|"Parainfluenza Virus Type 3 (PIV3)"|"Arsenic trioxide"
"NCT00686075"|"Canada"|"MedImmune LLC"|"Parainfluenza Virus Type 3 (PIV3)"|"Clofarabine"
"NCT00686075"|"Canada"|"MedImmune LLC"|"Respiratory Syncytial Virus (RSV)"|"Alglucosidase alfa"
"NCT00686075"|"Canada"|"MedImmune LLC"|"Respiratory Syncytial Virus (RSV)"|"Arsenic trioxide"
"NCT00686075"|"Canada"|"MedImmune LLC"|"Respiratory Syncytial Virus (RSV)"|"Clofarabine"
"NCT00686439"|"Canada"|"University of Alberta"|"Osteoarthritis"|"Adalimumab"
"NCT00686959"|"Canada"|"Eli Lilly and Company"|"Non Small Cell Lung Cancer"|"Etoposide"
"NCT00686959"|"Canada"|"Eli Lilly and Company"|"Non Small Cell Lung Cancer"|"Paclitaxel"
"NCT00686959"|"Canada"|"Eli Lilly and Company"|"Non Small Cell Lung Cancer"|"Vinorelbine"
"NCT00687102"|"Canada"|"National Institute on Aging (NIA)"|"Aging"|"Prednisone"
"NCT00687102"|"Canada"|"National Institute on Aging (NIA)"|"Cognition"|"Prednisone"
"NCT00687323"|"Canada"|"Schering-Plough"|"Leukemia, Myeloid, Acute"|"Temozolomide"
"NCT00688948"|"Canada"|"Capital District Health Authority, Canada"|"Bladder Dysfunction"|"Alfuzosin"
"NCT00688948"|"Canada"|"Capital District Health Authority, Canada"|"Multiple Sclerosis"|"Alfuzosin"
"NCT00689338"|"Canada"|"Pfizer"|"Candida"|"Fluconazole"
"NCT00689338"|"Canada"|"Pfizer"|"Candida"|"solifenacin succinate"
"NCT00689338"|"Canada"|"Pfizer"|"Candidiasis"|"Fluconazole"
"NCT00689338"|"Canada"|"Pfizer"|"Candidiasis"|"solifenacin succinate"
"NCT00689585"|"Canada"|"McGill University Health Center"|"Complex Regional Pain Syndrome"|"Ethosuximide"
"NCT00689936"|"Canada"|"Celgene Corporation"|"Multiple Myeloma"|"Melphalan"
"NCT00691483"|"Canada"|"Pfizer"|"Smoking Cessation"|"Varenicline"
"NCT00693069"|"Canada"|"University of Montreal"|"Coronary Artery Disease"|"Clonidine"
"NCT00693069"|"Canada"|"University of Montreal"|"Coronary Artery Disease"|"Clopidogrel"
"NCT00694382"|"Canada"|"Sanofi-Aventis"|"Cancer"|"Enoxaparin"
"NCT00694382"|"Canada"|"Sanofi-Aventis"|"Prevention of Venous Thromboembolism"|"Enoxaparin"
"NCT00694629"|"Canada"|"Centers for Disease Control and Prevention"|"Pulmonary Tuberculosis"|"Rifampin"
"NCT00696332"|"Canada"|"Teva Pharmaceutical Industries"|"ALS"|"Atazanavir"
"NCT00697632"|"Canada"|"MethylGene Inc."|"Advanced Malignancies"|"Prednisone"
"NCT00698113"|"Canada"|"Centennial College"|"Anxiety"|"Sertraline"
"NCT00698113"|"Canada"|"Centennial College"|"Depression"|"Sertraline"
"NCT00698113"|"Canada"|"Centennial College"|"Pediatric Cancers"|"Sertraline"
"NCT00698113"|"Canada"|"Centennial College"|"Stress"|"Sertraline"
"NCT00699075"|"Canada"|"Novartis"|"Myocardial Infarction"|"Aliskiren"
"NCT00699374"|"Canada"|"Pfizer"|"Carcinoma, Hepatocellular"|"Sorafenib"
"NCT00699998"|"Canada"|"Eli Lilly and Company"|"Acute Coronary Syndrome"|"Clopidogrel"
"NCT00700817"|"Canada"|"Novo Nordisk"|"Diabetes Mellitus, Type 2"|"Levetiracetam"
"NCT00701935"|"Canada"|"Amylin Pharmaceuticals, Inc."|"Diabetes Mellitus"|"Exenatide"
"NCT00702793"|"Canada"|"University of British Columbia"|"Psychosis"|"Naltrexone"
"NCT00702793"|"Canada"|"University of British Columbia"|"Schizoaffective"|"Naltrexone"
"NCT00702793"|"Canada"|"University of British Columbia"|"Schizophrenia"|"Naltrexone"
"NCT00702819"|"Canada"|"Vision Research Foundation"|"Retinopathy of Prematurity"|"Risperidone"
"NCT00704990"|"Canada"|"The Canadian College of Naturopathic Medicine"|"Attention Deficit Hyperactivity Disorder"|"Propofol"
"NCT00705146"|"Canada"|"University of British Columbia"|"Osteoarthritis, Carpometacarpal"|"Methylprednisolone"
"NCT00707889"|"Canada"|"Abbott"|"Advanced Colorectal Cancer"|"Bevacizumab"
"NCT00707889"|"Canada"|"Abbott"|"Advanced Colorectal Cancer"|"Fluorouracil"
"NCT00707889"|"Canada"|"Abbott"|"Advanced Colorectal Cancer"|"Folinic acid"
"NCT00707889"|"Canada"|"Abbott"|"Advanced Colorectal Cancer"|"Oxaliplatin"
"NCT00708240"|"Canada"|"University of Ottawa"|"Obsessive Compulsive Disorder"|"Escitalopram"
"NCT00709865"|"Canada"|"Biogen Idec"|"Congestive Heart Failure"|"Micafungin"
"NCT00709865"|"Canada"|"Biogen Idec"|"Renal Insufficiency"|"Micafungin"
"NCT00709904"|"Canada"|"Sanofi-Aventis"|"Venous Thromboembolism"|"Enoxaparin"
"NCT00712673"|"Canada"|"Sanofi-Aventis"|"Diabetes Mellitus, Type 2"|"Exenatide"
"NCT00714818"|"Canada"|"University of British Columbia"|"Bipolar Disorder"|"Ezetimibe"
"NCT00714818"|"Canada"|"University of British Columbia"|"Schizoaffective Disorder"|"Ezetimibe"
"NCT00714818"|"Canada"|"University of British Columbia"|"Schizophrenia"|"Ezetimibe"
"NCT00715624"|"Canada"|"Sanofi-Aventis"|"Diabetes Mellitus, Type 2"|"Exenatide"
"NCT00716755"|"Canada"|"Centre for Addiction and Mental Health"|"Delusional Disorder"|"Budesonide"
"NCT00716755"|"Canada"|"Centre for Addiction and Mental Health"|"Psychotic Disorder"|"Budesonide"
"NCT00716755"|"Canada"|"Centre for Addiction and Mental Health"|"Schizoaffective Disorder"|"Budesonide"
"NCT00716755"|"Canada"|"Centre for Addiction and Mental Health"|"Schizophrenia"|"Budesonide"
"NCT00716755"|"Canada"|"Centre for Addiction and Mental Health"|"Schizophreniform Disorder"|"Budesonide"
"NCT00717457"|"Canada"|"Hoffmann-La Roche"|"Diabetes Mellitus, Type 2"|"Exenatide"
"NCT00718224"|"Canada"|"Sanofi-Aventis"|"Venous Thromboembolism"|"Sitagliptin"
"NCT00718510"|"Canada"|"University of Alberta"|"Schizophrenia"|"L-Arginine"
"NCT00719550"|"Canada"|"Amgen"|"Esophageal Cancer"|"Alendronate"
"NCT00719550"|"Canada"|"Amgen"|"Esophageal Cancer"|"Capecitabine"
"NCT00719550"|"Canada"|"Amgen"|"Esophageal Cancer"|"Cisplatin"
"NCT00719550"|"Canada"|"Amgen"|"Esophageal Cancer"|"Epirubicin"
"NCT00719550"|"Canada"|"Amgen"|"Esophagogastric Junction Adenocarcinoma"|"Alendronate"
"NCT00719550"|"Canada"|"Amgen"|"Esophagogastric Junction Adenocarcinoma"|"Capecitabine"
"NCT00719550"|"Canada"|"Amgen"|"Esophagogastric Junction Adenocarcinoma"|"Cisplatin"
"NCT00719550"|"Canada"|"Amgen"|"Esophagogastric Junction Adenocarcinoma"|"Epirubicin"
"NCT00719550"|"Canada"|"Amgen"|"Gastric Cancer"|"Alendronate"
"NCT00719550"|"Canada"|"Amgen"|"Gastric Cancer"|"Capecitabine"
"NCT00719550"|"Canada"|"Amgen"|"Gastric Cancer"|"Cisplatin"
"NCT00719550"|"Canada"|"Amgen"|"Gastric Cancer"|"Epirubicin"
"NCT00720083"|"Canada"|"National Cancer Institute (NCI)"|"Head and Neck Cancer"|"Cetuximab"
"NCT00720083"|"Canada"|"National Cancer Institute (NCI)"|"Head and Neck Cancer"|"Tretinoin"
"NCT00724048"|"Canada"|"NeuroSearch A/S"|"Huntington Disease"|"Trastuzumab"
"NCT00728065"|"Canada"|"St. Michael's Hospital, Toronto"|"Post Prandial Blood Glucose"|"Ribavirin"
"NCT00729703"|"Canada"|"Sorin Group"|"Tachycardia"|"Aripiprazole"
"NCT00731380"|"Canada"|"University Health Network, Toronto"|"Head and Neck Cancer"|"Rapamune"
"NCT00732810"|"Canada"|"Schering-Plough"|"Breast Neoplasms"|"Erlotinib"
"NCT00732810"|"Canada"|"Schering-Plough"|"Carcinoma, Non-Small-Cell Lung"|"Erlotinib"
"NCT00736346"|"Canada"|"Universite du Quebec a Montreal"|"Anxiety Disorder"|"Paroxetine"
"NCT00736346"|"Canada"|"Universite du Quebec a Montreal"|"Mental Disorder"|"Paroxetine"
"NCT00736346"|"Canada"|"Universite du Quebec a Montreal"|"Panic Disorder"|"Paroxetine"
"NCT00737568"|"Canada"|"Gilead Sciences"|"Hepatitis B"|"Emtricitabine"
"NCT00737997"|"Canada"|"The Hospital for Sick Children"|"Scoliosis"|"Morphine"
"NCT00738062"|"Canada"|"Chelsea Therapeutics"|"Dopamine Beta Hydroxylase Deficiency"|"Droxidopa"
"NCT00738062"|"Canada"|"Chelsea Therapeutics"|"Non-Diabetic Neuropathy"|"Droxidopa"
"NCT00738062"|"Canada"|"Chelsea Therapeutics"|"Primary Autonomic Failure"|"Droxidopa"
"NCT00738062"|"Canada"|"Chelsea Therapeutics"|"Symptomatic Neurogenic Orthostatic Hypotension (NOH)"|"Droxidopa"
"NCT00739739"|"Canada"|"Pfizer"|"Interstitial Cystitis"|"Paroxetine"
"NCT00739739"|"Canada"|"Pfizer"|"Painful Bladder Syndrome"|"Paroxetine"
"NCT00739830"|"Canada"|"Ariad Pharmaceuticals"|"Endometrial Cancer"|"Valproic Acid"
"NCT00739973"|"Canada"|"Novartis"|"Hypertension"|"Aliskiren"
"NCT00739973"|"Canada"|"Novartis"|"Hypertension"|"Amlodipine"
"NCT00740558"|"Canada"|"Universite du Quebec a Montreal"|"Low Back Pain"|"Infliximab"
"NCT00741156"|"Canada"|"The Hospital for Sick Children"|"Congestive Cardiomyopathy"|"Enalapril"
"NCT00741156"|"Canada"|"The Hospital for Sick Children"|"Hypertension"|"Enalapril"
"NCT00742040"|"Canada"|"The Hospital for Sick Children"|"Heart Disease"|"Captopril"
"NCT00742859"|"Canada"|"Portola Pharmaceuticals"|"Atrial Fibrillation"|"Warfarin"
"NCT00743548"|"Canada"|"University of British Columbia"|"Gingivitis"|"Dexa"
"NCT00743938"|"Canada"|"Bristol-Myers Squibb"|"Non Small Cell Lung Cancer"|"Nevirapine"
"NCT00744367"|"Canada"|"Hoffmann-La Roche"|"Diabetes Mellitus, Type 2"|"Metformin"
"NCT00744367"|"Canada"|"Hoffmann-La Roche"|"Diabetes Mellitus, Type 2"|"Pioglitazone"
"NCT00744536"|"Canada"|"Sunnybrook Health Sciences Centre"|"Angiogenesis"|"Lenalidomide"
"NCT00744536"|"Canada"|"Sunnybrook Health Sciences Centre"|"Leukemia, Myelomonocytic, Chronic"|"Lenalidomide"
"NCT00744536"|"Canada"|"Sunnybrook Health Sciences Centre"|"Myelodysplastic Syndromes"|"Lenalidomide"
"NCT00744666"|"Canada"|"Hotel Dieu Hospital"|"Ocular Hypertension"|"Prednisolone"
"NCT00744666"|"Canada"|"Hotel Dieu Hospital"|"Vitreoretinal Disease"|"Prednisolone"
"NCT00747487"|"Canada"|"Santhera Pharmaceuticals"|"Leber's Hereditary Optic Neuropathy"|"Idarubicin"
"NCT00748566"|"Canada"|"Pfizer"|"Schizophrenia and Disorders With Psychotic Features"|"Ziprasidone"
"NCT00749827"|"Canada"|"Memorial University of Newfoundland"|"Contrast Induced Nephropathy"|"Levetiracetam"
"NCT00751231"|"Canada"|"Portola Pharmaceuticals"|"Non-Urgent PCI"|"Everolimus"
"NCT00751296"|"Canada"|"University Health Network, Toronto"|"Chronic Lymphocytic Leukaemia"|"Lenalidomide"
"NCT00751738"|"Canada"|"Procter and Gamble"|"Arrhythmias"|"Alprazolam"
"NCT00751920"|"Canada"|"The Hospital for Sick Children"|"Metastatic Pulmonary Nodules"|"Metformin"
"NCT00752622"|"Canada"|"Schering-Plough"|"Crohn's Disease"|"Infliximab"
"NCT00754819"|"Canada"|"McMaster University"|"Acute Coronary Syndrome"|"Colchicine"
"NCT00754988"|"Canada"|"Hoffmann-La Roche"|"Diabetes Mellitus, Type 2"|"Sitagliptin"
"NCT00755287"|"Canada"|"Hoffmann-La Roche"|"Diabetes Mellitus, Type 2"|"Busulfan"
"NCT00755690"|"Canada"|"University of British Columbia"|"Kidney Diseases"|"Losartan"
"NCT00755898"|"Canada"|"University of Manitoba"|"Cancer"|"Control""NCT00763815"|"Canada"|"Sanofi-Aventis"|"Diabetes Mellitus Type 2"|"Exenatide"
"NCT00782340"|"Canada"|"Chelsea Therapeutics"|"Dopamine Beta Hydroxylase Deficiency"|"Droxidopa"
"NCT00782340"|"Canada"|"Chelsea Therapeutics"|"Non-diabetic Neuropathy"|"Droxidopa"
"NCT00782340"|"Canada"|"Chelsea Therapeutics"|"Primary Autonomic Failure"|"Droxidopa"
"NCT00782340"|"Canada"|"Chelsea Therapeutics"|"Symptomatic Neurogenic Orthostatic Hypotension (NOH)"|"Droxidopa"
"NCT00811252"|"Canada"|"H. Lundbeck A/S"|"Major Depressive Disorder"|"Insulin glargine"
"NCT00811499"|"Canada"|"Array BioPharma"|"Ankylosing Spondylitis"|"Nesiritide"
"NCT00811902"|"Canada"|"Sanofi-Aventis"|"Multiple Sclerosis"|"Metformin"
"NCT00820248"|"Canada"|"National Cancer Institute (NCI)"|"Head and Neck Cancer"|"Cetuximab"
"NCT00829166"|"Canada"|"Genentech"|"Metastatic Breast Cancer"|"Trastuzumab"
"NCT00875979"|"Canada"|"Genentech"|"Metastatic Breast Cancer"|"Trastuzumab"
"NCT00884741"|"Canada"|"National Cancer Institute (NCI)"|"Brain and Central Nervous System Tumors"|"Tamoxifen Citrate"
"NCT00912964"|"Canada"|"Astellas Pharma Inc"|"Urinary Bladder, Overactive"|"Pemetrexed"
"NCT00980460"|"Canada"|"National Cancer Institute (NCI)"|"Liver Cancer"|"Cetuximab"
"NCT00980460"|"Canada"|"National Cancer Institute (NCI)"|"Liver Cancer"|"Docetaxel"
"NCT00980460"|"Canada"|"National Cancer Institute (NCI)"|"Liver Cancer"|"Fludarabine phosphate"
"NCT00980460"|"Canada"|"National Cancer Institute (NCI)"|"Liver Cancer"|"Ifosfamide"
"NCT00983658"|"Canada"|"Genentech"|"Asthma"|"Paclitaxel"
"NCT00987337"|"Canada"|"Pfizer"|"Hepatitis C"|"Calcitriol"
"NCT00987337"|"Canada"|"Pfizer"|"Hepatitis"|"Calcitriol"
"NCT00994292"|"Canada"|"Astellas Pharma Inc"|"Acute Coronary Syndrome"|"Pemetrexed"
